date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:52:19	6245/6245	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226392ed39-1865%22	https://www.paravision.ai/wp-content/uploads/2022/03/ambarella-logo.svg	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2022/03/ambarella-logo.svg	(from https://www.paravision.ai/product/face-recognition/)
18:52:19	3590747/3590747	---M--	200	added ('OK')	video/mp4	etag:%226392ed3a-36ca5b%22	https://www.paravision.ai/wp-content/uploads/2022/03/face-recognition-video-product-page_1mbps.mp4	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2022/03/face-recognition-video-product-page_1mbps.mp4	(from https://www.paravision.ai/product/face-recognition/)
18:52:20	3227/3227	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226392ed39-c9b%22	https://www.paravision.ai/wp-content/uploads/2022/03/intel-logo.svg	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2022/03/intel-logo.svg	(from https://www.paravision.ai/product/face-recognition/)
18:52:20	7026/7026	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226392ed39-1b72%22	https://www.paravision.ai/wp-content/uploads/2022/03/dell-tech-logo.svg	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2022/03/dell-tech-logo.svg	(from https://www.paravision.ai/product/face-recognition/)
18:52:20	3262/3262	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226392ed39-cbe%22	https://www.paravision.ai/wp-content/uploads/2022/03/nvidia-logo.svg	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2022/03/nvidia-logo.svg	(from https://www.paravision.ai/product/face-recognition/)
18:52:21	115384/115384	---M--	200	added ('OK')	image/jpeg	etag:%226392ed3a-1c2b8%22	https://www.paravision.ai/wp-content/uploads/2022/03/paravision-face-recognition-image-022x.jpg	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2022/03/paravision-face-recognition-image-022x.jpg	(from https://www.paravision.ai/product/face-recognition/)
18:52:22	34529/34529	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2021:52:21%20GMT	https://www.paravision.ai/resource/paravision-face-recognition-product-suite/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/resource/paravision-face-recognition-product-suite/index.html	(from https://www.paravision.ai/product/face-recognition/)
18:52:22	34647/34647	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2021:52:21%20GMT	https://www.paravision.ai/resource/paravision-search/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/resource/paravision-search/index.html	(from https://www.paravision.ai/product/face-recognition/)
18:52:22	36053/36053	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2021:52:21%20GMT	https://www.paravision.ai/resource/paravision-face-recognition-and-liveness-sdks-for-mobile-platforms/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/resource/paravision-face-recognition-and-liveness-sdks-for-mobile-platforms/index.html	(from https://www.paravision.ai/product/face-recognition/)
18:52:22	34418/34418	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2021:52:21%20GMT	https://www.paravision.ai/resource/paravision-edge-ai-solutions-for-face-recognition/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/resource/paravision-edge-ai-solutions-for-face-recognition/index.html	(from https://www.paravision.ai/product/face-recognition/)
18:52:22	142412/142412	---M--	200	added ('OK')	image/png	etag:%226392ed3b-22c4c%22	https://www.paravision.ai/wp-content/uploads/2021/09/datasheet_face-380x214.png	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2021/09/datasheet_face-380x214.png	(from https://www.paravision.ai/product/face-recognition/)
18:52:22	35892/35892	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2021:52:21%20GMT	https://www.paravision.ai/resource/paravision-streaming-container-7/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/resource/paravision-streaming-container-7/index.html	(from https://www.paravision.ai/product/face-recognition/)
18:52:23	44721/44721	---M--	200	added ('OK')	image/jpeg	etag:%226392ed38-aeb1%22	https://www.paravision.ai/wp-content/uploads/2022/10/faces-11-380x214.jpg	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2022/10/faces-11-380x214.jpg	(from https://www.paravision.ai/product/face-recognition/)
18:52:24	17034/17034	---M--	200	added ('OK')	image/jpeg	etag:%226392ed3a-428a%22	https://www.paravision.ai/wp-content/uploads/2022/02/edge_ai_1.1-380x214.jpg	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2022/02/edge_ai_1.1-380x214.jpg	(from https://www.paravision.ai/product/face-recognition/)
18:52:24	0/0	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2006%20Feb%202023%2021:52:23%20GMT	https://www.paravision.ai/resource/understanding-edge-ai-and-its-impact-on-face-recognition/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/resource/understanding-edge-ai-and-its-impact-on-face-recognition/index.html	(from https://www.paravision.ai/product/face-recognition/)
18:52:25	98207/98207	---M--	200	added ('OK')	image/png	etag:%226392ed3c-17f9f%22	https://www.paravision.ai/wp-content/uploads/2020/07/image-quality-white-paper-380x214.png	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2020/07/image-quality-white-paper-380x214.png	(from https://www.paravision.ai/product/face-recognition/)
18:52:25	0/0	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2006%20Feb%202023%2021:52:24%20GMT	https://www.paravision.ai/resource/face-recognition-biometric-image-quality/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/resource/face-recognition-biometric-image-quality/index.html	(from https://www.paravision.ai/product/face-recognition/)
18:52:26	15414/15414	---M--	200	added ('OK')	image/jpeg	etag:%226392ed3a-3c36%22	https://www.paravision.ai/wp-content/uploads/2022/02/face-recognition-in-air-travel_1.1-380x214.jpg	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2022/02/face-recognition-in-air-travel_1.1-380x214.jpg	(from https://www.paravision.ai/product/face-recognition/)
18:52:26	89491/89491	---M--	200	added ('OK')	image/png	etag:%226392ed3b-15d93%22	https://www.paravision.ai/wp-content/uploads/2022/01/paravision_dell_ebook_image-380x214.png	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2022/01/paravision_dell_ebook_image-380x214.png	(from https://www.paravision.ai/product/face-recognition/)
18:52:26	0/0	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2006%20Feb%202023%2021:52:25%20GMT	https://www.paravision.ai/resource/face-recognition-and-the-future-air-travel-experience/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/resource/face-recognition-and-the-future-air-travel-experience/index.html	(from https://www.paravision.ai/product/face-recognition/)
18:52:26	143537/143537	---MCZ	200	added ('OK')	application/javascript	etag:W/%226392ed3d-230b1%22	https://www.paravision.ai/wp-content/themes/paravision-2022/static/js/swiper.min.js?ver=6	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/themes/paravision-2022/static/js/swiper.min9055.js	(from https://www.paravision.ai/product/face-recognition/)
18:52:27	0/0	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2006%20Feb%202023%2021:52:26%20GMT	https://www.paravision.ai/resource/advancing-the-frontiers-of-enterprise-security-with-dell-technologies/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/resource/advancing-the-frontiers-of-enterprise-security-with-dell-technologies/index.html	(from https://www.paravision.ai/product/face-recognition/)
18:52:27	198839/198839	---M--	200	added ('OK')	image/jpeg	etag:%226392ed38-308b7%22	https://www.paravision.ai/wp-content/uploads/2022/09/paravision-authentic-identityjpg.jpg	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2022/09/paravision-authentic-identityjpg.jpg	(from https://www.paravision.ai/product/authentic-identity/)
18:52:27	38627/38627	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2021:52:27%20GMT	https://www.paravision.ai/resource/an-introduction-to-presentation-attack-detection/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/resource/an-introduction-to-presentation-attack-detection/index.html	(from https://www.paravision.ai/product/authentic-identity/)
18:52:28	0/0	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2006%20Feb%202023%2021:52:27%20GMT	https://www.paravision.ai/resource/authentic-identity-challenges-and-opportunities-in-physical-and-digital-domains/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/resource/authentic-identity-challenges-and-opportunities-in-physical-and-digital-domains/index.html	(from https://www.paravision.ai/product/authentic-identity/)
18:52:28	36177/36177	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2021:52:27%20GMT	https://www.paravision.ai/resource/paravision-presentation-attack-detection-product-suite/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/resource/paravision-presentation-attack-detection-product-suite/index.html	(from https://www.paravision.ai/product/authentic-identity/)
18:52:28	0/0	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2006%20Feb%202023%2021:52:27%20GMT	https://www.paravision.ai/news/paravision-selected-for-government-deepfake-detection-program/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/news/paravision-selected-for-government-deepfake-detection-program/index.html	(from https://www.paravision.ai/product/authentic-identity/)
18:52:29	142173/142173	---M--	200	added ('OK')	image/png	etag:%226392ed38-22b5d%22	https://www.paravision.ai/wp-content/uploads/2022/10/screen-shot-2022-10-03-at-2.34.17-pm-380x214.png	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2022/10/screen-shot-2022-10-03-at-2.34.17-pm-380x214.png	(from https://www.paravision.ai/product/authentic-identity/)
18:52:29	99112/99112	---M--	200	added ('OK')	image/png	etag:%226392ed38-18328%22	https://www.paravision.ai/wp-content/uploads/2022/10/screen-shot-2022-10-03-at-2.40.56-pm-380x214.png	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2022/10/screen-shot-2022-10-03-at-2.40.56-pm-380x214.png	(from https://www.paravision.ai/product/authentic-identity/)
18:52:30	13123/13123	---M--	200	added ('OK')	image/jpeg	etag:%226392ed38-3343%22	https://www.paravision.ai/wp-content/uploads/2022/10/authentic_identity_1.1-1-380x214.jpg	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2022/10/authentic_identity_1.1-1-380x214.jpg	(from https://www.paravision.ai/product/authentic-identity/)
18:52:32	130946/130946	---M--	200	added ('OK')	image/jpeg	etag:%226392ed38-1ff82%22	https://www.paravision.ai/wp-content/uploads/2022/09/paravision-identity-plusjpg.jpg	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2022/09/paravision-identity-plusjpg.jpg	(from https://www.paravision.ai/product/identity/)
18:52:32	36125/36125	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2021:52:31%20GMT	https://www.paravision.ai/resource/paravision-attributes-sdk/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/resource/paravision-attributes-sdk/index.html	(from https://www.paravision.ai/product/identity/)
18:52:32	21197/21197	---M--	200	added ('OK')	image/jpeg	etag:%226392ed38-52cd%22	https://www.paravision.ai/wp-content/uploads/2022/10/attributes-pexels-fauxels-3184398-380x214.jpg	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2022/10/attributes-pexels-fauxels-3184398-380x214.jpg	(from https://www.paravision.ai/product/identity/)
18:52:33	138159/138159	---M--	200	added ('OK')	image/png	etag:%226392ed38-21baf%22	https://www.paravision.ai/wp-content/uploads/2022/10/screen-shot-2022-10-03-at-2.53.02-pm-380x214.png	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2022/10/screen-shot-2022-10-03-at-2.53.02-pm-380x214.png	(from https://www.paravision.ai/product/identity/)
18:52:33	12118/12118	---M--	200	added ('OK')	image/jpeg	etag:%226392ed3a-2f56%22	https://www.paravision.ai/wp-content/uploads/2022/02/an-introduction-to-presentation-attack-detection_1.1-380x214.jpg	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2022/02/an-introduction-to-presentation-attack-detection_1.1-380x214.jpg	(from https://www.paravision.ai/product/identity/)
18:52:35	127158/127158	---M--	200	added ('OK')	image/jpeg	etag:%226392ed38-1f0b6%22	https://www.paravision.ai/wp-content/uploads/2022/09/paravision-vision-ai-static-hero-image.jpg	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2022/09/paravision-vision-ai-static-hero-image.jpg	(from https://www.paravision.ai/product/vision-ai/)
18:52:36	61890/61890	---M--	200	added ('OK')	image/png	etag:%226392ed3b-f1c2%22	https://www.paravision.ai/wp-content/uploads/2021/09/datasheet_edge-380x214.png	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2021/09/datasheet_edge-380x214.png	(from https://www.paravision.ai/product/vision-ai/)
18:52:36	4372784/4372784	---M--	200	added ('OK')	video/mp4	etag:%226392ed39-42b930%22	https://www.paravision.ai/wp-content/uploads/2022/09/paravision-vision_ai_2.mp4	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2022/09/paravision-vision_ai_2.mp4	(from https://www.paravision.ai/product/vision-ai/)
18:52:37	153121/153121	---M--	200	added ('OK')	image/jpeg	etag:%226392ed38-25621%22	https://www.paravision.ai/wp-content/uploads/2022/12/security.jpg	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2022/12/security.jpg	(from https://www.paravision.ai/applications/)
18:52:38	188853/188853	---M--	200	added ('OK')	image/jpeg	etag:%226392ed38-2e1b5%22	https://www.paravision.ai/wp-content/uploads/2022/12/product_fr_header_test-5.jpg	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2022/12/product_fr_header_test-5.jpg	(from https://www.paravision.ai/applications/)
18:52:38	245765/245765	---M--	200	added ('OK')	image/jpeg	etag:%226392ed38-3c005%22	https://www.paravision.ai/wp-content/uploads/2022/12/product_fr_header_test-4.jpg	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2022/12/product_fr_header_test-4.jpg	(from https://www.paravision.ai/applications/)
18:52:39	236482/236482	---M--	200	added ('OK')	image/jpeg	etag:%226392ed38-39bc2%22	https://www.paravision.ai/wp-content/uploads/2022/12/product_fr_header_test-2-2.jpg	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2022/12/product_fr_header_test-2-2.jpg	(from https://www.paravision.ai/applications/)
18:52:40	6642/6642	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226392ed3a-19f2%22	https://www.paravision.ai/wp-content/uploads/2022/01/ico_face_detection.svg	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2022/01/ico_face_detection.svg	(from https://www.paravision.ai/applications/government-programs/)
18:52:40	977925/977925	---M--	200	added ('OK')	image/png	etag:%226392ed3d-eec05%22	https://www.paravision.ai/wp-content/uploads/2020/06/application-automotive-header.png	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2020/06/application-automotive-header.png	(from https://www.paravision.ai/applications/)
18:52:41	3657/3657	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226392ed3a-e49%22	https://www.paravision.ai/wp-content/uploads/2022/01/ico_1to1.svg	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2022/01/ico_1to1.svg	(from https://www.paravision.ai/applications/government-programs/)
18:52:41	803896/803896	---M--	200	added ('OK')	image/png	etag:%226392ed3a-c4438%22	https://www.paravision.ai/wp-content/uploads/2022/01/app_govprograms_header.png	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2022/01/app_govprograms_header.png	(from https://www.paravision.ai/applications/government-programs/)
18:52:41	8729/8729	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226392ed3a-2219%22	https://www.paravision.ai/wp-content/uploads/2022/01/ico_1ton.svg	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2022/01/ico_1ton.svg	(from https://www.paravision.ai/applications/government-programs/)
18:52:41	37439/37439	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2021:52:40%20GMT	https://www.paravision.ai/resource/biometric-contactless-corridor-and-the-future-travel-experience/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/resource/biometric-contactless-corridor-and-the-future-travel-experience/index.html	(from https://www.paravision.ai/applications/government-programs/)
18:52:41	5851/5851	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226392ed3a-16db%22	https://www.paravision.ai/wp-content/uploads/2022/01/ico_face_liveness.svg	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2022/01/ico_face_liveness.svg	(from https://www.paravision.ai/applications/government-programs/)
18:52:42	806183/806183	---M--	200	added ('OK')	image/png	etag:%226392ed3b-c4d27%22	https://www.paravision.ai/wp-content/uploads/2022/01/app_travel_header.png	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2022/01/app_travel_header.png	(from https://www.paravision.ai/applications/travel-and-borders/)
18:52:42	2365/2365	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226392ed3a-93d%22	https://www.paravision.ai/wp-content/uploads/2022/01/ico_edge.svg	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2022/01/ico_edge.svg	(from https://www.paravision.ai/applications/travel-and-borders/)
18:52:43	2431/2431	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226392ed3a-97f%22	https://www.paravision.ai/wp-content/uploads/2022/01/ico_realtime_stream.svg	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2022/01/ico_realtime_stream.svg	(from https://www.paravision.ai/applications/travel-and-borders/)
18:52:44	772946/772946	---M--	200	added ('OK')	image/png	etag:%226392ed3b-bcb52%22	https://www.paravision.ai/wp-content/uploads/2022/01/app_digital_id_header.png	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2022/01/app_digital_id_header.png	(from https://www.paravision.ai/applications/digital-identity-verification/)
18:52:44	2494/2494	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226392ed3a-9be%22	https://www.paravision.ai/wp-content/uploads/2022/01/image_qual.svg	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2022/01/image_qual.svg	(from https://www.paravision.ai/applications/digital-identity-verification/)
18:52:45	1556/1556	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226392ed3a-614%22	https://www.paravision.ai/wp-content/uploads/2022/01/ico_mobile-1.svg	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2022/01/ico_mobile-1.svg	(from https://www.paravision.ai/applications/digital-identity-verification/)
18:52:46	1068914/1068914	---M--	200	added ('OK')	image/png	etag:%226392ed3b-104f72%22	https://www.paravision.ai/wp-content/uploads/2022/01/app_phys_sec_header.png	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2022/01/app_phys_sec_header.png	(from https://www.paravision.ai/applications/physical-security/)
18:52:46	14476/14476	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226392ed3c-388c%22	https://www.paravision.ai/wp-content/uploads/2020/07/ico-electric-car.svg	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2020/07/ico-electric-car.svg	(from https://www.paravision.ai/applications/physical-security/)
18:52:48	7089/7089	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226392ed3c-1bb1%22	https://www.paravision.ai/wp-content/themes/paravision-2022/static/images/tmp/logo-converge.svg	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/themes/paravision-2022/static/images/tmp/logo-converge.svg	(from https://www.paravision.ai/converge/)
18:52:48	0/0	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2006%20Feb%202023%2021:52:47%20GMT	https://www.paravision.ai/resource-category/videos/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/resource-category/videos/index.html	(from https://www.paravision.ai/resources/)
18:52:48	0/0	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2006%20Feb%202023%2021:52:47%20GMT	https://www.paravision.ai/resource-category/white-papers/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/resource-category/white-papers/index.html	(from https://www.paravision.ai/resources/)
18:52:48	39913/39913	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2021:52:47%20GMT	https://www.paravision.ai/resource-category/datasheets/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/resource-category/datasheets/index.html	(from https://www.paravision.ai/resources/)
18:52:48	0/0	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2006%20Feb%202023%2021:52:47%20GMT	https://www.paravision.ai/resource/converge-2022/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/resource/converge-2022/index.html	(from https://www.paravision.ai/resources/)
18:52:49	0/0	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2006%20Feb%202023%2021:52:48%20GMT	https://www.paravision.ai/resource/paravision-converge-2021/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/resource/paravision-converge-2021/index.html	(from https://www.paravision.ai/resources/)
18:52:49	0/0	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2006%20Feb%202023%2021:52:48%20GMT	https://www.paravision.ai/news/why-we-are-tackling-deepfakes/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/news/why-we-are-tackling-deepfakes/index.html	(from https://www.paravision.ai/resources/)
18:52:50	0/0	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2006%20Feb%202023%2021:52:48%20GMT	https://www.paravision.ai/news/amid-rapid-adoption-paravision-unveils-new-computer-vision-capabilities/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/news/amid-rapid-adoption-paravision-unveils-new-computer-vision-capabilities/index.html	(from https://www.paravision.ai/resources/)
18:52:50	0/0	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2006%20Feb%202023%2021:52:49%20GMT	https://www.paravision.ai/resource/future-borders-are-digital-there-are-two-sides-to-this-coin/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/resource/future-borders-are-digital-there-are-two-sides-to-this-coin/index.html	(from https://www.paravision.ai/resources/)
18:52:51	45512/45512	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2021:52:48%20GMT	https://www.paravision.ai/news/paravision-delivers-a-99-98-successful-match-rate-in-nists-paperless-travel-report/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/news/paravision-delivers-a-99-98-successful-match-rate-in-nists-paperless-travel-report/index.html	(from https://www.paravision.ai/resources/)
18:52:51	0/0	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2006%20Feb%202023%2021:52:49%20GMT	https://www.paravision.ai/resource/nist-frvt-1n-performance-assessment/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/resource/nist-frvt-1n-performance-assessment/index.html	(from https://www.paravision.ai/resources/)
18:52:51	719023/719023	---M--	200	added ('OK')	image/png	etag:%2263d2945c-af8af%22	https://www.paravision.ai/wp-content/uploads/2023/01/ethical-ai-blog-visual.png	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2023/01/ethical-ai-blog-visual.png	(from https://www.paravision.ai/newsroom/)
18:52:51	0/0	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2006%20Feb%202023%2021:52:50%20GMT	https://www.paravision.ai/news/paravision-achieves-top-3-accuracy-ranking-on-the-nist-face-recognition-vendor-test-frvt-1n-identification-report/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/news/paravision-achieves-top-3-accuracy-ranking-on-the-nist-face-recognition-vendor-test-frvt-1n-identification-report/index.html	(from https://www.paravision.ai/resources/)
18:52:52	105306/105306	---M--	200	added ('OK')	image/jpeg	etag:%226392ed3b-19b5a%22	https://www.paravision.ai/wp-content/uploads/2021/11/pexels-liza-summer-6347901-1-786x1179.jpg	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2021/11/pexels-liza-summer-6347901-1-786x1179.jpg	(from https://www.paravision.ai/careers/)
18:52:52	0/0	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2006%20Feb%202023%2021:52:50%20GMT	https://www.paravision.ai/resource/covid-19-enhanced-safety-security/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/resource/covid-19-enhanced-safety-security/index.html	(from https://www.paravision.ai/resources/)
18:52:52	40039/40039	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2021:52:51%20GMT	https://www.paravision.ai/newsroom/page/2/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/newsroom/page/2/index.html	(from https://www.paravision.ai/newsroom/)
18:52:53	39643/39643	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2021:52:51%20GMT	https://www.paravision.ai/category/benchmarks/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/category/benchmarks/index.html	(from https://www.paravision.ai/newsroom/)
18:52:53	0/0	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2006%20Feb%202023%2021:52:51%20GMT	https://www.paravision.ai/category/partnerships/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/category/partnerships/index.html	(from https://www.paravision.ai/newsroom/)
18:52:53	0/0	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2006%20Feb%202023%2021:52:51%20GMT	https://www.paravision.ai/category/technical-reference/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/category/technical-reference/index.html	(from https://www.paravision.ai/newsroom/)
18:52:54	0/0	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2006%20Feb%202023%2021:52:52%20GMT	https://www.paravision.ai/category/videos/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/category/videos/index.html	(from https://www.paravision.ai/newsroom/)
18:52:54	49481/49481	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2021:52:52%20GMT	https://www.paravision.ai/news/paravision-expands-its-work-on-u-s-air-force-contract-toward-next-generation-access-control-and-converged-identity/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/news/paravision-expands-its-work-on-u-s-air-force-contract-toward-next-generation-access-control-and-converged-identity/index.html	(from https://www.paravision.ai/newsroom/)
18:52:54	48985/48985	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2021:52:52%20GMT	https://www.paravision.ai/news/paravision-appoints-former-u-s-senior-national-security-executive-bishop-garrison-as-vice-president-of-government-affairs-and-public-policy/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/news/paravision-appoints-former-u-s-senior-national-security-executive-bishop-garrison-as-vice-president-of-government-affairs-and-public-policy/index.html	(from https://www.paravision.ai/newsroom/)
